,date,station,humidity,wind,sunshine,temperature,aqi,status,month,year
206,2016-02-23,5,35.8075,5.462083333333333,107.70458333333335,16.274583333333332,82.8,1,2,2016
207,2016-02-23,6,58.105833333333344,1.2633333333333334,134.79583333333332,13.692083333333334,55.0,2,2,2016
208,2016-02-24,1,81.02416666666667,2.497916666666667,51.5625,8.27375,70.0,1,2,2016
209,2016-02-24,2,83.87458333333335,1.4716666666666667,45.404999999999994,8.44375,24.0,1,2,2016
210,2016-02-24,3,82.80666666666667,1.7508333333333335,45.346666666666664,8.289583333333335,15.1,2,2,2016
211,2016-02-24,4,80.76208333333334,1.2779166666666666,50.03916666666669,7.9174999999999995,79.8,1,2,2016
212,2016-02-24,5,86.95250000000003,3.9874999999999994,63.699999999999996,2.7129166666666666,57.9,1,2,2016
213,2016-02-24,6,80.92166666666667,1.9279166666666665,52.704999999999984,8.413333333333334,81.5,1,2,2016
214,2016-02-25,1,65.62208333333335,2.1458333333333335,178.83624999999998,5.755833333333334,76.8,1,2,2016
215,2016-02-25,2,68.91791666666667,1.2383333333333333,138.89416666666668,5.60625,42.9,1,2,2016
216,2016-02-25,3,65.13,1.4095833333333336,148.59958333333336,6.035833333333333,53.6,1,2,2016
217,2016-02-25,4,61.97125000000002,1.3950000000000002,156.02708333333337,5.340416666666667,63.5,1,2,2016
218,2016-02-25,5,75.20333333333335,3.3387499999999997,126.95083333333334,4.922916666666667,35.0,0,2,2016
219,2016-02-25,6,66.87500000000001,1.80375,167.94250000000002,5.600416666666668,57.1,1,2,2016
220,2016-02-26,1,74.74333333333333,2.219583333333334,118.94333333333334,8.03041666666667,75.5,1,2,2016
221,2016-02-26,2,76.1175,1.2283333333333333,138.06583333333336,8.301250000000001,37.3,1,2,2016
222,2016-02-26,3,74.69708333333332,1.1429166666666666,150.14791666666667,7.991249999999998,94.4,1,2,2016
223,2016-02-26,4,73.89,1.1933333333333334,144.5279166666667,6.958333333333333,32.4,2,2,2016
224,2016-02-26,5,69.77625,3.1954166666666666,118.7208333333333,7.541250000000001,36.5,1,2,2016
225,2016-02-26,6,74.62666666666668,1.6491666666666667,105.61958333333332,8.067083333333333,72.1,1,2,2016
226,2016-02-27,1,83.63541666666667,1.4958333333333336,97.20333333333332,7.040833333333333,74.7,1,2,2016
227,2016-02-27,2,83.51958333333333,0.9670833333333336,77.74833333333336,7.032916666666665,30.9,1,2,2016
228,2016-02-27,3,83.99583333333332,0.8920833333333335,79.99958333333333,6.81625,66.1,1,2,2016
229,2016-02-27,4,84.03416666666666,0.8883333333333333,72.35999999999999,6.080000000000001,85.4,1,2,2016
230,2016-02-27,5,89.87,2.4299999999999993,106.78375000000004,6.1120833333333335,38.3,0,2,2016
231,2016-02-27,6,83.86208333333333,1.127916666666667,83.76166666666667,7.0375000000000005,79.4,1,2,2016
232,2016-02-28,1,86.25374999999998,2.6237500000000002,83.64291666666666,7.2683333333333335,99.6,1,2,2016
233,2016-02-28,2,83.43041666666666,1.2791666666666668,98.17208333333332,8.049166666666666,50.6,1,2,2016
234,2016-02-28,3,83.56000000000002,1.62375,117.1695833333333,7.434166666666666,3.8,2,2,2016
235,2016-02-28,4,81.94208333333331,1.8241666666666665,106.02874999999995,6.365833333333332,0.0,2,2,2016
236,2016-02-28,5,66.64583333333333,1.9883333333333335,97.95250000000003,7.823333333333333,2.6,1,2,2016
237,2016-02-28,6,84.50208333333335,2.3633333333333337,89.33833333333335,7.369583333333334,96.1,1,2,2016
238,2016-02-29,1,80.5025,2.2625000000000006,111.70333333333332,8.24875,49.0,2,2,2016
239,2016-02-29,2,78.93291666666666,1.1529166666666666,119.19833333333334,8.8525,82.0,1,2,2016
240,2016-02-29,3,77.51291666666667,1.5233333333333334,129.08916666666667,8.630833333333333,88.0,1,2,2016
241,2016-02-29,4,77.86916666666667,1.5250000000000001,121.12624999999997,7.445833333333334,73.1,2,2,2016
242,2016-02-29,5,71.29458333333334,2.488333333333333,120.6345833333333,7.930833333333332,75.5,1,2,2016
243,2016-02-29,6,78.71541666666666,2.02,108.67208333333333,8.416666666666666,80.7,1,2,2016
244,2016-03-01,1,59.88708333333332,1.8533333333333335,150.69708333333332,12.793749999999998,125.1,2,3,2016
245,2016-03-01,2,66.17083333333332,0.9916666666666667,98.17916666666667,12.359583333333333,3.8,2,3,2016
